UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
5425,L52604,L,302.6,312.2,1377,45.5,54,0,No Failure
8994,M23853,M,297.2,307.9,1632,37.5,156,0,No Failure
1128,M15987,M,296.7,307.8,1672,32.4,113,0,No Failure
8561,L55740,L,298.3,309.0,1408,45.4,98,0,No Failure
6636,L53815,L,301.5,310.5,1534,39.3,119,0,No Failure
6272,M21131,M,300.9,310.5,1702,29.3,32,0,No Failure
9866,M24725,M,298.9,309.8,2450,13.9,89,0,No Failure
7296,M22155,M,300.1,310.5,1329,57.4,99,0,No Failure
9331,M24190,M,298.4,309.0,1507,36.1,191,0,No Failure
7848,L55027,L,300.2,311.6,1322,50.9,215,0,No Failure
6856,M21715,M,301.1,311.3,1654,30.7,28,0,No Failure
6248,L53427,L,300.8,310.2,1492,46.3,187,0,No Failure
7641,L54820,L,300.4,311.3,1608,35.1,114,0,No Failure
7055,H36468,H,300.7,310.5,1476,43.1,134,0,No Failure
9538,M24397,M,299.3,310.6,1457,42.1,104,0,No Failure
6255,L53434,L,301.0,310.5,1408,47.0,202,0,No Failure
9822,L57001,L,298.6,309.4,1667,35.6,185,0,No Failure
9843,L57022,L,298.4,309.3,1395,47.6,24,0,No Failure
4234,M19093,M,302.2,310.9,1302,53.4,58,0,No Failure
3430,H32843,H,301.5,310.5,1551,34.3,166,0,No Failure
3521,L50700,L,301.9,311.0,1669,32.2,191,0,No Failure
1562,L48741,L,298.2,308.4,1388,53.8,137,0,No Failure
8971,L56150,L,297.0,307.6,1575,37.4,98,0,No Failure
7897,L55076,L,300.8,312.6,1376,53.6,119,0,No Failure
4609,M19468,M,303.0,311.2,1519,38.0,139,0,No Failure
7515,L54694,L,300.4,311.8,1636,32.3,7,0,No Failure
6144,M21003,M,301.0,310.9,1575,34.6,150,0,No Failure
8246,M23105,M,299.0,310.3,1303,68.6,111,1,Power Failure
4596,M19455,M,303.0,311.2,1460,43.9,103,0,No Failure
3730,M18589,M,302.4,311.3,1312,61.5,85,0,No Failure
245,M15104,M,298.0,308.2,1395,49.1,206,0,No Failure
7392,L54571,L,299.7,310.6,1675,31.3,129,0,No Failure
9947,L57126,L,298.3,307.9,1502,42.0,103,0,No Failure
5324,M20183,M,303.4,312.7,1399,48.4,34,0,No Failure
1802,M16661,M,298.0,307.5,1427,43.6,101,0,No Failure
2967,L50146,L,300.6,309.3,1601,40.2,69,0,No Failure
8438,L55617,L,298.7,309.8,1181,65.9,203,1,Overstrain Failure
7723,L54902,L,300.5,311.7,1409,54.7,104,0,No Failure
6065,L53244,L,301.1,311.1,1889,23.8,170,0,No Failure
4572,L51751,L,302.8,310.9,1708,29.8,42,0,No Failure
4401,L51580,L,302.3,310.1,1353,50.9,36,1,Heat Dissipation Failure
8815,L55994,L,297.2,308.4,1462,51.2,102,0,No Failure
8274,M23133,M,299.0,310.6,1787,22.2,192,0,No Failure
4212,L51391,L,302.1,310.7,1314,52.8,8,1,Heat Dissipation Failure
1328,L48507,L,298.8,310.2,1814,26.8,204,0,No Failure
3946,L51125,L,302.2,311.3,1570,36.1,0,0,No Failure
7052,L54231,L,300.6,310.4,1556,37.7,122,0,No Failure
8661,L55840,L,297.4,308.5,1295,52.1,130,0,No Failure
5906,H35319,H,300.8,310.5,1582,31.1,193,0,No Failure
9066,H38479,H,297.2,308.4,2182,17.3,119,0,No Failure
9581,M24440,M,299.5,310.7,1423,56.5,7,0,No Failure
2144,M17003,M,299.3,308.8,1442,49.0,165,0,No Failure
9377,H38790,H,297.7,308.4,1738,27.7,96,0,No Failure
9576,M24435,M,299.6,310.8,1603,35.4,202,0,No Failure
9201,M24060,M,297.9,308.8,1602,32.1,59,0,No Failure
6176,L53355,L,300.9,310.8,1517,44.3,4,0,No Failure
6635,L53814,L,301.5,310.5,1396,44.5,117,0,No Failure
134,M14993,M,298.7,308.4,1430,49.6,135,0,No Failure
1446,L48625,L,299.0,310.1,1618,29.2,62,0,No Failure
9044,L56223,L,297.4,308.4,1343,40.0,61,0,No Failure
9522,M24381,M,298.9,310.1,1484,40.4,61,0,No Failure
5168,L52347,L,304.2,313.4,1639,32.7,63,0,No Failure
5557,H34970,H,302.5,312.0,1357,42.0,179,0,No Failure
6962,M21821,M,300.7,311.0,1378,41.2,93,0,No Failure
3955,M18814,M,302.3,311.4,1909,23.2,25,0,No Failure
8411,L55590,L,298.5,309.5,1548,44.5,132,0,No Failure
8417,M23276,M,298.8,310.1,1585,31.3,147,0,No Failure
5988,L53167,L,300.7,310.8,1608,39.5,202,0,No Failure
9170,L56349,L,297.7,308.8,1896,24.5,186,0,No Failure
8172,H37585,H,300.0,311.4,1641,34.5,155,0,No Failure
141,L47320,L,298.8,308.6,1511,36.1,157,0,No Failure
3692,L50871,L,302.1,311.2,1460,46.9,198,0,No Failure
922,H30335,H,295.5,305.9,1593,37.2,197,0,No Failure
9265,M24124,M,298.3,309.0,1526,36.9,20,0,No Failure
7295,L54474,L,300.1,310.6,1809,24.3,97,0,No Failure
5885,M20744,M,301.3,311.1,1438,43.0,137,0,No Failure
6621,M21480,M,301.6,310.7,1791,23.8,81,0,No Failure
9783,L56962,L,298.7,309.9,1404,47.1,64,0,No Failure
8407,M23266,M,298.4,309.5,1344,45.3,122,0,No Failure
3451,L50630,L,301.6,310.6,1506,43.4,222,0,No Failure
81,H29494,H,298.8,308.8,1445,49.9,4,0,No Failure
9962,L57141,L,298.2,307.9,1399,54.9,139,0,No Failure
1156,H30569,H,297.0,307.9,1846,27.3,179,0,No Failure
7113,L54292,L,300.9,310.4,1427,47.0,65,0,No Failure
8554,M23413,M,298.1,309.0,1661,38.2,82,0,No Failure
6332,H35745,H,300.5,310.0,1495,47.4,184,0,No Failure
5602,L52781,L,302.9,312.2,1605,33.9,86,0,No Failure
4305,L51484,L,301.6,310.1,1694,26.3,14,0,No Failure
6121,M20980,M,300.9,311.2,1472,40.0,93,0,No Failure
1373,M16232,M,298.8,310.3,1573,41.8,91,0,No Failure
8351,M23210,M,298.7,309.6,1382,48.1,186,0,No Failure
3952,M18811,M,302.3,311.4,1571,32.7,17,0,No Failure
7872,L55051,L,300.6,312.2,1308,54.7,52,0,No Failure
4032,L51211,L,302.0,310.8,1447,42.7,229,0,No Failure
7944,L55123,L,300.8,311.7,1753,29.0,8,0,No Failure
7097,L54276,L,300.6,310.2,1489,47.8,21,0,No Failure
1311,L48490,L,298.9,310.2,1498,50.2,160,0,No Failure
2600,M17459,M,299.2,308.9,1447,39.6,22,0,No Failure
4064,L51243,L,302.0,310.8,1948,19.7,66,0,No Failure
9748,L56927,L,298.8,310.1,1481,47.4,187,0,No Failure
9640,L56819,L,299.3,310.4,1725,26.8,167,0,No Failure
3842,L51021,L,302.4,311.1,1565,42.8,163,0,No Failure
3121,H32534,H,300.1,309.4,1563,40.8,28,0,No Failure
3749,L50928,L,302.5,311.1,1493,39.0,137,0,No Failure
2856,L50035,L,300.5,309.3,1528,37.0,221,0,No Failure
5608,M20467,M,302.9,312.2,1745,25.5,98,0,No Failure
2468,M17327,M,298.9,308.6,1574,33.5,128,0,No Failure
359,M15218,M,297.6,308.3,1467,36.7,68,0,No Failure
9820,M24679,M,298.6,309.4,1464,36.9,179,0,No Failure
4375,L51554,L,302.0,309.7,1551,34.8,207,0,No Failure
2794,L49973,L,300.3,309.6,1597,31.8,73,0,No Failure
1376,M16235,M,298.8,310.3,1528,37.1,99,0,No Failure
8177,L55356,L,299.8,311.2,1564,40.0,172,0,No Failure
5692,L52871,L,302.4,311.8,1320,56.4,100,0,No Failure
7190,L54369,L,300.4,310.4,1486,46.3,48,0,No Failure
414,L47593,L,297.4,308.4,1573,34.5,205,0,No Failure
3272,M18131,M,301.4,310.0,1689,32.1,207,0,No Failure
1766,L48945,L,298.2,307.6,1368,51.8,5,0,No Failure
4673,L51852,L,303.3,311.5,1412,55.6,67,0,No Failure
4731,L51910,L,303.3,311.7,1508,35.5,217,0,No Failure
434,M15293,M,297.6,308.5,1848,23.7,37,0,No Failure
1405,M16264,M,298.9,310.1,1555,40.6,176,0,No Failure
7551,M22410,M,300.3,311.4,1554,34.3,99,0,No Failure
8391,M23250,M,298.8,309.8,1288,61.9,79,0,No Failure
9684,M24543,M,299.0,310.0,1338,56.4,29,0,No Failure
9738,L56917,L,298.9,310.0,1791,27.6,166,0,No Failure
7459,M22318,M,300.1,311.6,1433,51.4,76,0,No Failure
9325,L56504,L,298.6,309.3,1537,37.6,175,0,No Failure
9951,L57130,L,298.1,307.8,1413,54.1,113,0,No Failure
3961,L51140,L,302.2,311.4,1390,48.1,40,0,No Failure
9217,H38630,H,297.7,308.8,1469,43.7,96,0,No Failure
1301,L48480,L,298.7,309.8,1322,57.0,140,0,No Failure
8484,L55663,L,298.3,309.4,1618,31.5,108,0,No Failure
6583,L53762,L,301.5,310.5,1528,35.7,198,0,No Failure
1545,L48724,L,298.4,309.0,1474,52.7,95,0,No Failure
3374,L50553,L,301.4,310.7,1568,35.2,23,0,No Failure
2339,L49518,L,299.3,308.3,1651,28.0,6,0,No Failure
8975,L56154,L,296.8,307.5,1474,42.4,107,0,No Failure
6572,M21431,M,301.3,310.6,1378,49.4,173,0,No Failure
2344,L49523,L,299.1,308.3,1305,61.4,17,0,No Failure
8980,M23839,M,296.9,307.5,1332,51.1,121,0,No Failure
648,L47827,L,297.7,309.3,1559,36.9,145,0,No Failure
1075,L48254,L,297.0,307.9,1595,31.7,170,0,No Failure
3788,L50967,L,302.3,310.8,1377,47.3,22,1,Heat Dissipation Failure
6192,H35605,H,301.0,310.9,1916,22.0,42,0,No Failure
1249,L48428,L,297.2,308.6,1489,40.2,214,0,No Failure
7712,L54891,L,300.4,311.4,1309,55.5,71,0,No Failure
8112,M22971,M,300.4,311.8,1553,33.1,209,1,Tool Wear Failure
3456,H32869,H,301.4,310.3,1611,41.5,11,0,No Failure
8237,L55416,L,299.2,310.6,1498,41.1,88,0,No Failure
6577,L53756,L,301.5,310.5,1644,34.9,186,0,No Failure
4869,L52048,L,303.6,312.4,1418,46.0,128,0,No Failure
6941,H36354,H,300.8,311.4,1453,44.6,38,0,No Failure
8522,L55701,L,298.4,309.5,1376,50.4,202,0,No Failure
8769,M23628,M,297.5,308.7,1363,53.6,194,0,No Failure
4086,H33499,H,302.0,310.5,1841,23.6,119,0,No Failure
6211,L53390,L,300.8,310.5,1434,44.5,89,0,No Failure
8594,M23453,M,297.4,308.0,1601,34.6,181,0,No Failure
4258,M19117,M,302.6,311.0,1589,39.0,122,0,No Failure
5317,M20176,M,303.6,312.8,1689,33.1,16,0,No Failure
8150,M23009,M,299.6,310.8,1427,50.4,98,0,No Failure
4906,L52085,L,303.6,312.4,1363,53.1,7,0,No Failure
3019,M17878,M,300.5,309.8,1566,35.9,204,0,No Failure
3901,M18760,M,302.1,311.1,1450,51.6,86,0,No Failure
6558,M21417,M,301.5,310.6,1638,31.9,137,0,No Failure
4899,H34312,H,303.6,312.4,1460,53.7,214,0,No Failure
2859,L50038,L,300.5,309.3,1417,51.5,231,1,Overstrain Failure
9595,L56774,L,299.1,310.3,1727,28.7,43,0,No Failure
2149,L49328,L,299.4,308.9,1583,34.1,176,0,No Failure
5542,L52721,L,302.4,311.8,1433,42.2,134,0,No Failure
2114,L49293,L,299.5,309.1,1863,22.5,79,0,No Failure
601,L47780,L,297.8,309.7,1547,37.3,25,0,No Failure
473,M15332,M,297.4,309.0,1497,41.8,144,0,No Failure
389,L47568,L,297.6,308.7,1455,48.2,145,0,No Failure
1740,H31153,H,298.5,307.9,1260,54.2,141,0,No Failure
6924,L54103,L,301.2,311.7,1433,49.3,206,0,No Failure
1233,L48412,L,297.2,308.6,1500,37.1,161,0,No Failure
4220,L51399,L,301.9,310.7,1717,26.8,27,0,No Failure
7887,M22746,M,300.6,312.2,2174,18.5,95,0,No Failure
7549,L54728,L,300.2,311.4,1495,43.6,95,0,No Failure
6655,L53834,L,301.4,310.3,2203,16.6,169,0,No Failure
1607,L48786,L,297.8,307.7,1505,39.7,25,0,No Failure
9053,M23912,M,297.4,308.6,1901,22.1,81,0,No Failure
7873,L55052,L,300.6,312.3,1532,37.2,54,0,No Failure
234,L47413,L,298.2,308.4,1512,34.9,181,0,No Failure
7197,H36610,H,300.1,310.1,1426,42.7,64,0,No Failure
7478,M22337,M,300.1,311.3,1518,40.2,130,0,No Failure
948,L48127,L,295.6,306.2,1428,44.5,51,0,No Failure
6613,L53792,L,301.6,310.6,1222,70.0,62,0,No Failure
9812,L56991,L,298.2,309.0,1610,31.7,155,0,No Failure
6261,L53440,L,301.1,310.7,1436,45.3,8,0,No Failure
3812,M18671,M,302.1,310.7,1608,30.3,81,0,No Failure
4788,L51967,L,303.7,312.6,1396,44.1,136,0,No Failure
6594,L53773,L,301.6,310.7,1679,29.5,10,0,No Failure
5218,M20077,M,303.8,312.8,1420,47.9,200,0,No Failure
2173,L49352,L,299.5,309.2,1816,23.0,15,0,No Failure
6772,M21631,M,301.2,310.7,1962,22.5,28,0,No Failure
3819,L50998,L,302.1,310.7,1491,42.8,98,0,No Failure
3760,L50939,L,302.3,311.0,1412,47.0,164,0,No Failure
6458,L53637,L,300.7,310.0,1395,48.0,85,0,No Failure
3094,L50273,L,300.0,309.3,1397,51.2,173,0,No Failure
9724,L56903,L,298.8,309.8,1599,33.6,131,0,No Failure
839,H30252,H,296.6,307.4,1406,41.5,189,0,No Failure
6989,L54168,L,300.7,311.1,1478,46.8,165,0,No Failure
2360,L49539,L,299.3,308.5,1413,38.5,57,0,No Failure
5023,L52202,L,304.0,313.1,1404,47.1,90,0,No Failure
4549,L51728,L,302.6,310.5,1511,37.2,197,0,No Failure
2036,M16895,M,298.9,308.6,1469,34.2,93,0,No Failure
1340,M16199,M,298.6,310.2,1668,31.5,7,0,No Failure
4287,M19146,M,301.7,309.9,1434,47.9,189,0,No Failure
255,L47434,L,298.0,308.2,1514,37.9,9,0,No Failure
978,L48157,L,296.0,306.7,1917,21.0,127,0,No Failure
1929,L49108,L,298.0,307.8,1623,29.9,24,0,No Failure
5691,L52870,L,302.3,311.8,1435,44.8,98,0,No Failure
7970,L55149,L,300.9,312.1,1711,28.8,74,0,No Failure
377,M15236,M,297.4,308.2,1401,51.9,117,0,No Failure
1274,L48453,L,298.1,309.4,1397,48.2,63,0,No Failure
1953,L49132,L,298.0,307.8,1266,60.5,81,0,No Failure
4055,M18914,M,301.9,310.9,1456,43.6,45,0,No Failure
1539,L48718,L,298.4,309.1,1798,29.6,81,0,No Failure
9017,L56196,L,297.3,308.2,1396,52.7,212,1,Overstrain Failure
3149,H32562,H,300.4,309.8,1448,39.7,107,0,No Failure
6685,L53864,L,301.6,310.9,1538,40.4,13,0,No Failure
2563,L49742,L,299.3,309.1,1551,39.1,147,0,No Failure
6441,L53620,L,300.6,310.2,1648,31.7,46,0,No Failure
6440,L53619,L,300.6,310.1,1656,32.7,44,0,No Failure
871,L48050,L,295.8,306.4,1325,56.2,65,0,No Failure
898,L48077,L,295.6,306.2,1612,31.2,131,0,No Failure
9113,M23972,M,297.6,308.6,1482,38.3,39,0,No Failure
9779,H39192,H,298.7,309.7,1311,54.5,52,0,No Failure
5775,L52954,L,301.5,311.1,1602,34.3,100,0,No Failure
6196,L53375,L,300.9,310.8,1729,30.2,53,0,No Failure
2220,M17079,M,299.6,309.1,1435,48.4,143,0,No Failure
6664,L53843,L,301.3,310.4,1504,47.2,193,0,No Failure
6727,L53906,L,301.5,310.8,1500,41.0,118,0,No Failure
7529,M22388,M,300.1,311.3,1748,26.6,42,0,No Failure
2747,L49926,L,299.7,309.2,1411,46.1,173,0,No Failure
7077,L54256,L,300.7,310.5,1960,21.0,194,0,No Failure
1875,L49054,L,298.4,308.1,1598,32.7,94,0,No Failure
7491,M22350,M,300.4,311.8,1707,30.0,165,0,No Failure
6136,L53315,L,301.0,310.9,1740,28.9,129,0,No Failure
9722,L56901,L,298.8,309.8,1490,40.6,124,0,No Failure
2541,L49720,L,299.1,308.8,1502,38.3,88,0,No Failure
6897,M21756,M,301.0,311.6,1454,40.0,140,0,No Failure
7373,L54552,L,299.6,310.2,1473,42.7,81,0,No Failure
8489,L55668,L,298.4,309.4,1385,43.2,119,0,No Failure
914,L48093,L,295.5,306.0,1621,29.5,176,0,No Failure
6677,L53856,L,301.5,310.7,1423,44.0,222,0,No Failure
2418,L49597,L,298.9,308.3,1576,36.6,7,0,No Failure
2255,L49434,L,299.1,308.3,1325,46.9,28,0,No Failure
8849,M23708,M,297.5,308.9,1436,44.8,2,0,No Failure
6554,L53733,L,301.4,310.8,1389,52.7,125,0,No Failure
1506,L48685,L,298.0,308.7,1626,36.7,210,0,No Failure
8373,M23232,M,298.8,309.7,1448,44.8,31,0,No Failure
9755,M24614,M,298.5,309.7,1552,34.0,205,0,No Failure
5119,M19978,M,304.2,313.6,1512,33.4,146,0,No Failure
1595,M16454,M,298.0,308.2,1373,51.2,215,0,No Failure
6658,L53837,L,301.4,310.3,1374,47.6,176,0,No Failure
457,H29870,H,297.3,308.7,1478,47.6,98,0,No Failure
2558,M17417,M,299.4,309.1,1440,50.0,134,0,No Failure
3299,L50478,L,301.2,310.3,1499,38.1,61,0,No Failure
3111,H32524,H,299.9,309.2,1525,33.2,0,0,No Failure
1166,L48345,L,297.1,308.1,1487,34.6,208,0,No Failure
1716,L48895,L,298.2,307.8,1585,34.6,78,0,No Failure
1170,L48349,L,297.0,308.1,1355,43.7,217,0,No Failure
9484,H38897,H,298.9,309.6,1546,35.3,190,0,No Failure
872,L48051,L,295.8,306.4,1339,53.2,67,0,No Failure
7013,L54192,L,300.4,310.4,1298,61.4,19,0,No Failure
8784,M23643,M,297.6,308.6,1254,45.8,31,0,No Failure
6674,L53853,L,301.6,310.7,1380,51.8,216,1,Overstrain Failure
1424,L48603,L,298.7,309.8,1539,33.4,2,0,No Failure
4632,L51811,L,303.0,311.2,1383,44.6,198,0,No Failure
8734,M23593,M,297.3,308.7,1447,44.5,105,0,No Failure
6966,L54145,L,300.7,311.0,1312,52.1,107,0,No Failure
4881,M19740,M,303.8,312.6,1527,41.9,159,0,No Failure
3314,L50493,L,301.4,310.4,1737,31.9,96,0,No Failure
6912,L54091,L,300.8,311.1,1480,41.1,176,0,No Failure
4756,L51935,L,303.4,311.7,1295,51.3,51,1,Heat Dissipation Failure
2846,L50025,L,300.3,309.2,1398,54.4,198,0,No Failure
2812,L49991,L,299.9,309.2,1761,25.6,115,0,No Failure
2709,L49888,L,299.6,309.1,2266,15.3,79,0,No Failure
4480,L51659,L,302.6,310.2,1923,21.5,18,0,No Failure
5631,M20490,M,302.8,312.2,1615,32.9,159,0,No Failure
1100,M15959,M,296.8,307.4,1472,43.9,30,0,No Failure
2467,L49646,L,299.0,308.6,1429,37.7,126,0,No Failure
7092,L54271,L,300.6,310.2,1318,51.0,8,0,No Failure
6259,M21118,M,301.1,310.7,1583,40.7,2,0,No Failure
7407,L54586,L,299.8,310.9,1545,40.7,166,0,No Failure
6425,M21284,M,300.3,310.0,1409,43.2,9,0,No Failure
3151,L50330,L,300.4,309.8,1513,32.9,117,0,No Failure
8432,H37845,H,298.9,310.1,1324,54.6,185,0,No Failure
6576,M21435,M,301.4,310.5,1451,45.3,183,0,No Failure
4489,M19348,M,302.5,310.4,1509,37.6,45,0,No Failure
2310,L49489,L,299.1,308.6,1611,31.4,161,0,No Failure
9881,L57060,L,298.8,309.8,1753,27.5,130,0,No Failure
4625,M19484,M,303.0,311.1,1428,39.8,181,0,No Failure
8001,M22860,M,300.8,312.0,1443,53.3,151,0,No Failure
2065,L49244,L,299.6,309.5,1453,41.4,168,0,No Failure
7698,L54877,L,300.5,311.4,1400,45.1,29,0,No Failure
2683,M17542,M,299.9,309.6,1364,44.4,20,0,No Failure
5133,L52312,L,304.1,313.3,1415,50.0,184,0,No Failure
2258,L49437,L,299.1,308.3,1892,25.2,34,0,No Failure
2572,M17431,M,299.5,309.2,1497,40.9,169,0,No Failure
6170,L53349,L,300.7,310.5,1448,38.2,218,0,No Failure
6997,M21856,M,300.5,310.6,1621,32.0,184,0,No Failure
6048,H35461,H,300.9,311.0,1853,23.6,122,0,No Failure
4696,L51875,L,303.3,311.6,1514,34.7,130,0,No Failure
4948,L52127,L,303.7,312.7,1395,53.9,123,0,No Failure
4221,M19080,M,301.9,310.6,1260,65.9,29,0,No Failure
9424,L56603,L,298.1,308.5,1676,30.5,22,0,No Failure
6189,L53368,L,301.0,310.9,1450,45.9,35,0,No Failure
8131,H37544,H,300.0,311.2,1393,43.1,45,0,No Failure
420,M15279,M,297.3,308.3,1501,38.2,2,0,No Failure
274,L47453,L,298.1,308.0,1426,46.0,61,0,No Failure
9770,L56949,L,298.6,309.6,1386,48.6,25,0,No Failure
8671,L55850,L,297.5,308.9,1581,30.4,155,0,No Failure
5701,L52880,L,302.5,311.9,1497,41.6,123,0,No Failure
8809,L55988,L,297.4,308.6,1446,48.1,88,0,No Failure
3326,L50505,L,301.5,310.6,1587,33.7,122,0,No Failure
3096,M17955,M,299.9,309.2,1574,36.5,177,0,No Failure
1222,M16081,M,297.0,308.3,1399,46.4,132,0,Random Failures
3739,M18598,M,302.3,311.2,1454,43.8,112,0,No Failure
7676,L54855,L,300.5,311.6,1447,45.4,204,0,No Failure
5377,H34790,H,302.8,312.3,1336,57.5,187,0,No Failure
2944,H32357,H,300.7,309.5,2007,19.7,2,0,No Failure
3892,L51071,L,302.2,311.1,1418,47.0,61,0,No Failure
9873,L57052,L,298.9,309.9,1373,52.1,108,0,No Failure
619,H30032,H,298.2,310.0,1433,44.2,68,0,No Failure
2138,L49317,L,299.3,308.9,1623,31.1,152,0,No Failure
1648,L48827,L,297.8,307.8,1761,28.9,128,0,No Failure
8839,L56018,L,297.5,309.0,1320,54.7,179,0,No Failure
1473,M16332,M,298.5,309.6,1438,44.5,124,0,No Failure
1470,L48649,L,298.6,309.8,1497,41.6,118,0,No Failure
650,M15509,M,297.7,309.2,1732,28.8,152,0,No Failure
5350,M20209,M,303.3,312.7,1642,33.6,104,0,No Failure
4021,L51200,L,302.1,311.0,1351,49.5,196,0,No Failure
9858,M24717,M,298.6,309.5,1366,55.0,65,0,No Failure
151,L47330,L,298.4,308.3,1422,42.7,186,0,No Failure
9446,M24305,M,298.2,309.0,1446,45.8,80,0,No Failure
8361,L55540,L,298.6,309.6,1540,35.8,5,0,No Failure
6824,M21683,M,300.9,310.7,1268,56.3,161,0,No Failure
6390,H35803,H,300.3,309.9,1677,30.1,130,0,No Failure
2434,L49613,L,299.0,308.3,1441,44.0,48,0,No Failure
9506,L56685,L,299.2,310.3,1429,40.1,23,0,No Failure
6367,M21226,M,299.9,309.5,2065,18.1,62,0,No Failure
4803,M19662,M,303.5,312.4,1318,54.2,177,0,No Failure
5134,L52313,L,304.1,313.2,1824,25.8,186,0,No Failure
1868,L49047,L,298.1,307.9,1502,41.8,79,0,No Failure
8017,M22876,M,300.9,312.0,1447,41.4,193,0,No Failure
2613,L49792,L,299.4,309.1,2421,14.2,57,0,No Failure
4938,L52117,L,303.4,312.3,1540,38.7,96,0,No Failure
2853,M17712,M,300.5,309.4,1347,50.1,213,0,No Failure
721,L47900,L,297.4,308.9,1809,23.8,131,0,No Failure
1895,H31308,H,297.9,307.5,1880,23.3,146,0,No Failure
7069,L54248,L,300.8,310.7,1461,42.8,173,0,No Failure
6829,L54008,L,301.0,310.9,1392,52.9,173,0,No Failure
5940,L53119,L,300.5,310.5,1409,60.9,73,0,No Failure
8474,M23333,M,298.6,309.8,1430,43.1,80,0,No Failure
1334,M16193,M,299.0,310.3,1558,35.4,223,0,No Failure
7867,L55046,L,300.5,311.9,1431,49.4,37,0,No Failure
2492,L49671,L,299.1,308.9,1445,43.4,197,0,No Failure
1531,L48710,L,298.1,309.0,1497,40.5,58,0,No Failure
6183,L53362,L,301.0,310.8,1475,35.3,19,0,No Failure
1062,L48241,L,296.7,307.9,1420,50.1,138,0,No Failure
7868,L55047,L,300.5,312.0,1461,38.1,39,0,No Failure
1316,L48495,L,299.0,310.3,1520,45.0,171,0,No Failure
8555,L55734,L,298.1,309.0,1592,33.9,85,0,No Failure
5618,L52797,L,303.1,312.4,1404,61.5,127,1,Power Failure
2300,L49479,L,299.4,308.7,1446,62.9,134,1,Power Failure
3882,L51061,L,302.5,311.5,1521,44.1,37,0,No Failure
2266,M17125,M,299.2,308.4,1330,51.2,56,0,No Failure
4678,H34091,H,303.5,311.6,1466,47.0,80,0,No Failure
7114,L54293,L,300.9,310.4,1561,32.7,67,0,No Failure
2390,L49569,L,299.2,308.5,1867,27.0,138,0,No Failure
3509,L50688,L,301.7,310.9,1608,33.0,160,0,No Failure
8459,L55638,L,298.7,309.9,1753,26.8,40,0,No Failure
2867,L50046,L,300.8,309.7,1997,20.7,5,0,No Failure
4762,H34175,H,303.7,311.9,1332,52.7,66,1,Heat Dissipation Failure
8449,L55628,L,298.5,310.0,1492,41.2,19,0,No Failure
3585,L50764,L,301.8,310.6,1192,68.9,135,0,No Failure
5952,L53131,L,300.7,310.9,1650,29.4,102,0,No Failure
3766,M18625,M,302.4,311.1,1443,51.8,178,0,No Failure
755,M15614,M,296.9,308.1,1483,44.3,219,0,No Failure
7862,L55041,L,300.5,312.0,1498,42.9,25,0,No Failure
5642,L52821,L,302.6,312.1,1473,37.3,184,0,No Failure
7236,L54415,L,299.8,310.0,1361,53.8,167,0,No Failure
9058,M23917,M,297.3,308.4,1686,34.5,97,0,No Failure
6817,L53996,L,300.9,310.7,1477,43.2,143,0,No Failure
8393,M23252,M,298.5,309.6,1502,39.4,84,0,No Failure
8315,L55494,L,298.8,309.9,1739,30.6,83,0,No Failure
9922,M24781,M,298.5,308.7,1347,48.5,33,0,No Failure
6236,L53415,L,301.3,310.9,1596,33.9,157,0,No Failure
2992,M17851,M,300.5,309.7,1341,50.9,137,0,No Failure
3862,M18721,M,302.5,311.5,1481,41.1,215,0,No Failure
4999,M19858,M,303.6,312.8,1825,25.2,29,0,No Failure
1367,M16226,M,298.7,310.1,1368,56.8,72,0,No Failure
2976,H32389,H,300.5,309.4,1360,46.2,93,0,No Failure
2513,L49692,L,298.9,308.8,1530,38.3,23,0,No Failure
5259,M20118,M,303.5,312.9,1572,44.7,84,0,No Failure
875,L48054,L,295.9,306.4,1575,28.5,74,0,No Failure
3059,L50238,L,300.0,309.0,1709,32.1,79,0,No Failure
6632,M21491,M,301.5,310.4,1378,55.3,109,0,No Failure
9665,L56844,L,299.1,310.2,1317,54.8,231,1,Overstrain Failure
7653,L54832,L,300.3,311.4,1346,51.1,147,0,No Failure
9598,L56777,L,298.9,310.1,1510,38.0,52,0,No Failure
8302,M23161,M,298.7,310.1,1644,34.1,46,0,No Failure
573,L47752,L,297.8,309.9,1351,49.0,181,0,No Failure
9914,L57093,L,298.5,308.8,1589,30.6,11,0,No Failure
6460,M21319,M,300.6,310.0,1397,55.2,90,0,No Failure
8542,L55721,L,298.5,309.5,1738,25.2,49,0,No Failure
8704,M23563,M,297.2,308.6,1284,51.3,32,0,No Failure
4557,M19416,M,302.7,310.6,1349,51.2,6,1,Heat Dissipation Failure
7940,L55119,L,300.8,311.8,1417,43.4,223,0,No Failure
4427,L51606,L,302.6,310.3,1479,40.4,105,0,No Failure
3397,M18256,M,301.4,310.6,1459,35.0,87,0,No Failure
3300,L50479,L,301.3,310.5,1390,45.8,63,0,No Failure
7160,L54339,L,300.1,310.0,1511,41.7,186,0,No Failure
812,L47991,L,296.8,307.6,1588,37.6,126,0,No Failure
795,H30208,H,296.9,307.9,1547,32.6,79,0,No Failure
8990,L56169,L,297.2,307.9,1469,48.2,144,0,No Failure
4282,L51461,L,302.0,310.0,1832,22.9,178,0,No Failure
